PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
ABGB01000005:c(36093-38237) ; NW_001849445:36093-38237(-); OK
ABGB01000015:c(99129-101270) ; NW_003102063:99129-101270(-); OK
ABGB01000018:c(34958-37099) ; NW_003102066:34958-37099(-); OK
ABGB01000014:118589-120721 ; NW_003102062:118589-120721(+); OK
ABGB01000017:c(62205-64337) ; NW_003102065:62205-64337(-); OK
ABGB01000018:c(22274-24403) ; NW_003102066:22274-23407(-); error - start (24403/23407)
ABGB01000014:c(15869-17980) ; NW_003102062:15869-17980(-); OK
ABGB01000004:c(24828-26933) ; NW_001849444:55206-56741(+); error (24828/55206)(26933/56741)
ABGB01000026:2490-4592 ; NW_003102074:2805-4592(+); error - start (2490/2805)
ABGB01000022:5331-7430 ; NW_003102070:5715-7430(+); error - start (5331/5715)
ABGB01000026:c(24590-26689) ; NW_003102074:24590-26575(-); error - start (26689/26575)
ABGB01000018:62189-64282 ; ND ; ND
ABGB01000005:c(39388-41466) ; NW_001849445:39388-41466(-); OK
ABGB01000032:13094-15172 ; ND ; ND
ABGB01000003:c(44565-46640) ; NW_001849445:87991-90066(-); error (44565/87991)(46640/90066)
ABGB01000004:16952-19024 ; ND ; ND
ABGB01000019:28996-31068 ; NW_003102067:28996-31068(+); OK
ABGB01000004:c(29972-32041) ; NW_001849444:49528-51597(+); error (29972/49528)(32041/51597)
ABGB01000014:93128-95197 ; NW_003102062:93194-95197(+); error - start (93128/93194)
ABGB01000014:c(95900-97969) ; NW_003102062:95900-97969(-); OK
ABGB01000021:c(10471-12525) ; NW_003102069:10471-12525(-); OK
ABGB01000052:c(4428-6482) ; NW_003102100:4428-6482(-); OK
ABGB01000003:35144-37189 ; NW_001849445:78570-80615(+); error (35144/78570)(37189/80615)
ABGB01000004:26961-29003 ; NW_001849444:52566-54248(-); error (26961/52566)(29003/54248)
ABGB01000023:10973-13009 ; NW_003102071:10973-13009(+); OK
ABGB01000038:11713-13746 ; NW_003102086:11713-13746(+); OK
ABGB01000015:c(33634-35664) ; NW_003102063:33634-35664(-); OK
ABGB01000016:98579-100606 ; NW_003102064:98579-100606(+); OK
ABGB01000019:c(39718-41745) ; NW_003102067:39718-41745(-); OK
ABGB01000002:5436-7451 ; NW_001849446:23340-25355(+); error (5436/23340)(7451/25355)
ABGB01000002:c(7494-9506) ; ND ; ND
ABGB01000001:3647-5641 ; NW_001849444:198456-200450(-); error (3647/198456)(5641/200450)
ABGB01000016:c(91707-93695) ; NW_003102064:91707-93695(-); OK
ABGB01000014:42347-44320 ; NW_003102062:42347-44320(+); OK
ABGB01000028:c(18262-20235) ; NW_003102076:18262-20235(-); OK
ABGB01000017:c(15776-17740) ; NW_003102065:15776-17740(-); OK
ABGB01000022:29412-31352 ; NW_003102070:29412-31352(+); OK
ABGB01000019:c(36893-38830) ; NW_003102067:36893-38776(-); error - start (38830/38776)
ABGB01000015:36761-38695 ; NW_003102063:36761-38695(+); OK
ABGB01000037:9978-11909 ; NW_003102085:9978-11909(+); OK
ABGB01000053:c(2603-4531) ; NW_003102101:2603-4531(-); OK
ABGB01000002:c(23756-25678) ; NW_001849446:41660-43582(-); error (23756/41660)(25678/43582)
ABGB01000027:15588-17501 ; NW_003102075:15588-17501(+); OK
ABGB01000020:c(24109-26016) ; NW_003102068:24109-26016(-); OK
ABGB01000017:77879-79783 ; NW_003102065:77879-79783(+); OK
ABGB01000001:30800-32701 ; NW_001849444:171396-173225(-); error (30800/171396)(32701/173225)
ABGB01000003:c(66245-68140) ; ND ; ND
ABGB01000031:c(14204-16096) ; NW_003102079:14204-16096(-); OK
ABGB01000015:13192-15081 ; NW_003102063:13192-15081(+); OK
ABGB01000001:c(1628-3514) ; NW_001849444:200583-202469(+); error (1628/200583)(3514/202469)
ABGB01000036:17878-19758 ; NW_003102084:17878-19758(+); OK
ABGB01000002:40151-42028 ; NW_001849446:58055-59932(+); error (40151/58055)(42028/59932)
ABGB01000003:c(63837-65711) ; NW_001849445:107263-109137(-); error (63837/107263)(65711/109137)
ABGB01000001:19395-21257 ; NW_001849444:182840-184702(-); error (19395/182840)(21257/184702)
ABGB01000016:c(66905-68764) ; NW_003102064:66905-68764(-); OK
ABGB01000002:28023-29876 ; NW_001849446:45927-47780(+); error (28023/45927)(29876/47780)
ABGB01000015:108184-110031 ; NW_003102063:108184-110031(+); OK
ABGB01000030:c(23535-25373) ; NW_003102078:23535-25373(-); OK
ABGB01000015:26014-27846 ; NW_003102063:26014-27846(+); OK
ABGB01000004:3831-5660 ; NW_001849444:75909-77738(-); error (3831/75909)(5660/77738)
ABGB01000015:30435-32255 ; NW_003102063:30435-32255(+); OK
ABGB01000028:c(22338-24149) ; NW_003102076:22338-24149(-); OK
ABGB01000022:33009-34817 ; ND ; ND
ABGB01000039:4693-6495 ; NW_003102087:4693-6495(+); OK
ABGB01000001:c(80606-82402) ; NW_001849444:121695-123491(+); error (80606/121695)(82402/123491)
ABGB01000001:c(107955-109751) ; NW_001849444:94346-96142(+); error (107955/94346)(109751/96142)
ABGB01000015:89991-91778 ; NW_003102063:89991-91778(+); OK
ABGB01000030:4689-6476 ; NW_003102078:4689-6476(+); OK
ABGB01000019:c(22437-24215) ; NW_003102067:22437-24215(-); OK
ABGB01000017:c(40087-41862) ; NW_003102065:40087-41862(-); OK
ABGB01000017:c(40087-41862) ; NW_003102350:442-1026(+); error (40087/442)(41862/1026)
ABGB01000016:c(8696-10468) ; NW_003102064:8696-10468(-); OK
ABGB01000002:42282-44051 ; NW_001849446:60186-61955(+); error (42282/60186)(44051/61955)
ABGB01000034:c(2133-3890) ; NW_003102082:2133-3890(-); OK
ABGB01000035:10452-12200 ; NW_003102083:10452-12200(+); OK
ABGB01000001:52944-54683 ; NW_001849444:149414-151057(-); error (52944/149414)(54683/151057)
ABGB01000004:c(38405-40144) ; NW_001849444:41425-43164(+); error (38405/41425)(40144/43164)
ABGB01000015:c(16599-18338) ; NW_003102063:16599-17834(-); error - start (18338/17834)
ABGB01000018:c(73734-75470) ; ND ; ND
ABGB01000033:16037-17773 ; NW_003102081:16037-17773(+); OK
ABGB01000039:c(2867-4603) ; NW_003102087:2867-4603(-); OK
ABGB01000018:71947-73674 ; NW_003102066:73081-73674(+); error - start (71947/73081)
ABGB01000002:c(2034-3758) ; NW_001849446:19938-21662(-); error (2034/19938)(3758/21662)
ABGB01000028:c(12595-14319) ; NW_003102076:12595-14223(-); error - start (14319/14223)
ABGB01000017:c(9739-11460) ; NW_003102065:9739-11460(-); OK
ABGB01000028:c(10702-12420) ; NW_003102076:10702-11925(-); error - start (12420/11925)
ABGB01000001:45144-46859 ; NW_001849444:157238-158953(-); error (45144/157238)(46859/158953)
ABGB01000019:c(9701-11413) ; NW_003102067:9701-11413(-); OK
ABGB01000019:c(43209-44921) ; NW_003102067:43209-44921(-); OK
ABGB01000023:c(28634-30343) ; NW_003102071:28634-30343(-); OK
ABGB01000021:c(22315-24021) ; NW_003102069:22315-24021(-); OK
ABGB01000002:93351-95054 ; NW_001849446:111255-112958(+); error (93351/111255)(95054/112958)
ABGB01000028:1772-3475 ; NW_003102076:1772-3475(+); OK
ABGB01000002:22048-23748 ; ND ; ND
ABGB01000014:111910-113607 ; NW_003102062:111910-113607(+); OK
ABGB01000016:c(3222-4916) ; NW_003102064:3222-4916(-); OK
ABGB01000034:15068-16762 ; NW_003102082:15068-16762(+); OK
ABGB01000055:1183-2877 ; NW_003102103:1183-2877(+); OK
ABGB01000016:103105-104793 ; NW_003102064:103195-104793(+); error - start (103105/103195)
ABGB01000023:15299-16987 ; NW_003102071:15299-16987(+); OK
ABGB01000004:c(77411-79093) ; NW_001849444:2476-4158(+); error (77411/2476)(79093/4158)
ABGB01000029:1765-3447 ; NW_003102077:1765-3447(+); OK
ABGB01000020:c(18953-20632) ; NW_003102068:18953-20632(-); OK
ABGB01000023:c(17008-18687) ; NW_003102071:17008-18687(-); OK
ABGB01000015:19387-21060 ; NW_003102063:20149-21060(+); error - start (19387/20149)
ABGB01000032:c(17548-19218) ; NW_003102080:17548-18468(-); error - start (19218/18468)
ABGB01000033:c(9632-11302) ; NW_003102081:9632-11302(-); OK
ABGB01000034:8115-9782 ; NW_003102082:8115-9782(+); OK
ABGB01000029:c(10418-12076) ; NW_003102077:10418-11992(-); error - start (12076/11992)
ABGB01000031:c(1799-3451) ; ND ; ND
ABGB01000004:c(46758-48404) ; NW_001849444:33243-34811(+); error (46758/33243)(48404/34811)
ABGB01000002:14067-15707 ; NW_001849446:32352-33611(+); error (14067/32352)(15707/33611)
ABGB01000002:c(72049-73686) ; NW_001849446:89953-91590(-); error (72049/89953)(73686/91590)
ABGB01000015:c(93187-94824) ; NW_003102063:93187-94824(-); OK
ABGB01000002:c(81811-83445) ; NW_001849446:99715-101349(-); error (81811/99715)(83445/101349)
ABGB01000002:45906-47534 ; NW_001849446:63810-65438(+); error (45906/63810)(47534/65438)
ABGB01000029:7561-9183 ; NW_003102077:7753-9183(+); error - start (7561/7753)
ABGB01000024:c(29562-31175) ; NW_003102072:29562-31175(-); OK
ABGB01000042:c(6538-8148) ; NW_003102090:6538-8148(-); OK
ABGB01000017:2430-4037 ; NW_003102065:2430-4037(+); OK
ABGB01000001:11704-13305 ; NW_001849444:190792-192393(-); error (11704/190792)(13305/192393)
ABGB01000002:74355-75950 ; NW_001849446:92292-93854(+); error (74355/92292)(75950/93854)
ABGB01000003:46842-48437 ; ND ; ND
ABGB01000032:c(10285-11874) ; NW_003102080:10285-11874(-); OK
ABGB01000016:24197-25783 ; NW_003102064:24197-25783(+); OK
ABGB01000017:c(38471-40057) ; NW_003102065:38471-39487(-); error - start (40057/39487)
ABGB01000017:c(38471-40057) ; NW_003102229:587-1603(+); error (38471/587)(40057/1603)
ABGB01000047:563-2149 ; NW_003102095:563-2149(+); OK
ABGB01000001:42769-44352 ; NW_001849444:159745-161328(-); error (42769/159745)(44352/161328)
ABGB01000038:5540-7120 ; NW_003102086:6236-7120(+); error - start (5540/6236)
ABGB01000041:c(4056-5636) ; NW_003102089:4056-5573(-); error - start (5636/5573)
ABGB01000045:1826-3406 ; NW_003102093:1841-3406(+); error - start (1826/1841)
ABGB01000017:c(17815-19392) ; NW_003102065:17815-19392(-); OK
ABGB01000024:20967-22541 ; NW_003102072:20967-22541(+); OK
ABGB01000044:4523-6097 ; NW_003102092:4523-6097(+); OK
ABGB01000014:18841-20409 ; NW_003102062:18841-20409(+); OK
ABGB01000021:c(25980-27542) ; NW_003102069:25980-27161(-); error - start (27542/27161)
ABGB01000002:c(29888-31444) ; NW_001849446:47792-49348(-); error (29888/47792)(31444/49348)
ABGB01000020:33879-35435 ; NW_003102068:33879-35435(+); OK
ABGB01000018:49529-51082 ; NW_003102066:49529-51082(+); OK
ABGB01000018:57779-59326 ; NW_003102066:57779-59326(+); OK
ABGB01000047:c(3881-5428) ; NW_003102095:3881-5428(-); OK
ABGB01000002:18966-20510 ; NW_001849446:36870-38414(+); error (18966/36870)(20510/38414)
ABGB01000023:c(9396-10940) ; NW_003102071:9396-10901(-); error - start (10940/10901)
ABGB01000027:c(25071-26603) ; NW_003102075:25071-26603(-); OK
ABGB01000019:7656-9185 ; NW_003102067:7656-9185(+); OK
ABGB01000034:19905-21434 ; ND ; ND
ABGB01000015:c(2442-3965) ; NW_003102063:2442-3965(-); OK
ABGB01000022:c(25655-27178) ; NW_003102070:25655-27178(-); OK
ABGB01000018:c(60627-62141) ; NW_003102066:60627-62141(-); OK
ABGB01000002:c(87056-88567) ; NW_001849446:104960-106471(-); error (87056/104960)(88567/106471)
ABGB01000028:c(4378-5889) ; NW_003102076:4378-5889(-); OK
ABGB01000002:91343-92848 ; NW_001849446:109247-110752(+); error (91343/109247)(92848/110752)
ABGB01000015:68939-70444 ; NW_003102063:68939-70444(+); OK
ABGB01000017:4795-6300 ; NW_003102065:5134-6300(+); error - start (4795/5134)
ABGB01000031:c(3510-5015) ; NW_003102079:3510-5015(-); OK
ABGB01000033:c(6111-7613) ; NW_003102081:6111-7613(-); OK
ABGB01000016:48499-49998 ; NW_003102064:48553-49998(+); error - start (48499/48553)
ABGB01000002:3789-5285 ; ND ; ND
ABGB01000015:72161-73657 ; NW_003102063:72161-73657(+); OK
ABGB01000032:c(16010-17503) ; NW_003102080:16010-17299(-); error - start (17503/17299)
ABGB01000040:c(4093-5586) ; NW_003102088:4093-5586(-); OK
ABGB01000178:234-1724 ; ND ; ND
ABGB01000016:31907-33394 ; ND ; ND
ABGB01000034:9867-11354 ; NW_003102082:10641-11354(+); error - start (9867/10641)
ABGB01000014:52366-53850 ; NW_003102062:52366-53850(+); OK
ABGB01000015:5807-7291 ; ND ; ND
ABGB01000040:12189-13667 ; NW_003102088:12189-13667(+); OK
ABGB01000009:c(452-1924) ; NW_001849446:15772-17013(-); error (452/15772)(1924/17013)
ABGB01000014:11395-12867 ; NW_003102062:11395-12867(+); OK
ABGB01000019:c(20903-22375) ; NW_003102067:20903-22111(-); error - start (22375/22111)
ABGB01000027:c(6936-8405) ; NW_003102075:6936-8405(-); OK
ABGB01000017:c(72565-74031) ; NW_003102065:72565-74031(-); OK
ABGB01000023:30431-31897 ; NW_003102071:30431-31897(+); OK
ABGB01000045:5609-7075 ; ND ; ND
ABGB01000014:26847-28310 ; NW_003102062:26847-28310(+); OK
ABGB01000020:52368-53831 ; NW_003102068:52368-53831(+); OK
ABGB01000014:62071-63531 ; NW_003102062:62071-63531(+); OK
ABGB01000018:c(43756-45216) ; NW_003102066:43756-45216(-); OK
ABGB01000003:c(73105-74559) ; NW_001849445:116531-117985(-); error (73105/116531)(74559/117985)
ABGB01000016:42724-44178 ; NW_003102064:42724-44178(+); OK
ABGB01000046:2378-3826 ; ND ; ND
ABGB01000018:3823-5268 ; NW_003102066:3823-5268(+); OK
ABGB01000044:c(6225-7670) ; NW_003102092:6225-7670(-); OK
ABGB01000005:c(98-1540) ; NW_001849445:98-1495(-); error - start (1540/1495)
ABGB01000018:c(30594-32033) ; ND ; ND
ABGB01000019:45054-46490 ; NW_003102067:45054-46490(+); OK
ABGB01000061:1571-3007 ; NW_003102109:1571-3007(+); OK
ABGB01000015:86975-88405 ; NW_003102063:87155-88405(+); error - start (86975/87155)
ABGB01000003:c(21814-23238) ; NW_001849445:65240-66730(-); error (21814/65240)(23238/66730)
ABGB01000015:74719-76143 ; NW_003102063:74803-76143(+); error - start (74719/74803)
ABGB01000016:75356-76780 ; NW_003102064:75356-76780(+); OK
ABGB01000014:69593-71014 ; NW_003102062:69593-71014(+); OK
ABGB01000015:62532-63953 ; ND ; ND
ABGB01000015:c(77207-78628) ; NW_003102063:77207-78628(-); OK
ABGB01000018:c(25131-26552) ; NW_003102066:25131-26552(-); OK
ABGB01000001:c(72264-73682) ; NW_001849444:130544-131833(+); error (72264/130544)(73682/131833)
ABGB01000017:c(51106-52524) ; NW_003102065:51106-52368(-); error - start (52524/52368)
ABGB01000004:c(48420-49835) ; NW_001849444:31734-33149(+); error (48420/31734)(49835/33149)
ABGB01000023:20945-22357 ; NW_003102071:20945-22357(+); OK
ABGB01000046:3870-5279 ; NW_003102094:3870-5279(+); OK
ABGB01000046:3870-5279 ; NW_003102171:1503-1757(-); error (3870/1503)(5279/1757)
ABGB01000003:5899-7305 ; ND ; ND
ABGB01000020:12530-13936 ; NW_003102068:12530-13936(+); OK
ABGB01000029:c(3770-5176) ; ND ; ND
ABGB01000030:18940-20346 ; NW_003102078:19333-20346(+); error - start (18940/19333)
ABGB01000035:c(13497-14903) ; NW_003102083:13497-14903(-); OK
ABGB01000016:40209-41612 ; NW_003102064:40209-41612(+); OK
ABGB01000036:8527-9930 ; NW_003102084:8527-9930(+); OK
ABGB01000014:c(87806-89206) ; NW_003102062:87806-89206(-); OK
ABGB01000159:359-1759 ; NW_003102207:737-1759(+); error - start (359/737)
ABGB01000159:359-1759 ; NW_003102601:554-1261(-); error (359/554)(1759/1261)
ABGB01000018:c(48032-49423) ; ND ; ND
ABGB01000020:c(45562-46950) ; NW_003102068:45562-46950(-); OK
ABGB01000033:c(13643-15031) ; NW_003102081:13643-15019(-); error - start (15031/15019)
ABGB01000035:19128-20510 ; NW_003102083:19128-20510(+); OK
ABGB01000005:c(34624-36000) ; NW_001849445:34624-36000(-); OK
ABGB01000057:313-1689 ; NW_003102105:313-1689(+); OK
ABGB01000018:c(64301-65671) ; NW_003102066:64301-65671(-); OK
ABGB01000040:c(2637-4007) ; NW_003102088:2637-4007(-); OK
ABGB01000080:387-1757 ; ND ; ND
ABGB01000014:83455-84822 ; NW_003102062:83455-84822(+); OK
ABGB01000020:c(32448-33815) ; NW_003102068:32448-33815(-); OK
ABGB01000029:13019-14386 ; NW_003102077:13163-14386(+); error - start (13019/13163)
ABGB01000022:c(16377-17741) ; ND ; ND
ABGB01000005:c(8868-10229) ; ND ; ND
ABGB01000001:99620-100978 ; NW_001849444:103119-104471(-); error (99620/103119)(100978/104471)
ABGB01000020:37038-38396 ; NW_003102068:37038-38396(+); OK
ABGB01000014:3765-5117 ; NW_003102062:4155-5117(+); error - start (3765/4155)
ABGB01000027:c(2668-4020) ; NW_003102075:2668-4020(-); OK
ABGB01000016:59574-60923 ; ND ; ND
ABGB01000001:55738-57084 ; NW_001849444:147013-148359(-); error (55738/147013)(57084/148359)
ABGB01000001:109854-111200 ; NW_001849444:92897-94243(-); error (109854/92897)(111200/94243)
ABGB01000016:7200-8543 ; NW_003102064:7200-8543(+); OK
ABGB01000020:c(47038-48381) ; NW_003102068:47038-48381(-); OK
ABGB01000026:c(9106-10446) ; NW_003102074:9106-10446(-); OK
ABGB01000018:c(66760-68097) ; NW_003102066:66760-67761(-); error - start (68097/67761)
ABGB01000106:c(450-1787) ; NW_003102154:450-1787(-); OK
ABGB01000002:c(64825-66159) ; NW_001849446:82729-84063(-); error (64825/82729)(66159/84063)
ABGB01000004:c(81-1412) ; NW_001849444:80157-81488(+); error (81/80157)(1412/81488)
ABGB01000004:c(81-1412) ; NW_003103337:210-1007(-); error (81/210)(1412/1007)
ABGB01000004:c(1485-2816) ; NW_001849444:78753-80084(+); error (1485/78753)(2816/80084)
ABGB01000003:58528-59856 ; ND ; ND
ABGB01000020:c(5576-6904) ; NW_003102068:5576-6904(-); OK
ABGB01000034:c(11374-12702) ; NW_003102082:11374-12702(-); OK
ABGB01000001:c(17331-18647) ; NW_001849444:185450-186766(+); error (17331/185450)(18647/186766)
ABGB01000003:c(76214-77530) ; NW_001849445:119640-120440(-); error (76214/119640)(77530/120440)
ABGB01000038:c(13889-15205) ; ND ; ND
ABGB01000014:105349-106662 ; NW_003102062:105349-106662(+); OK
ABGB01000032:c(5972-7285) ; NW_003102080:5972-7285(-); OK
ABGB01000026:c(5300-6607) ; NW_003102074:5300-6607(-); OK
ABGB01000035:8598-9905 ; NW_003102083:8598-9905(+); OK
ABGB01000001:68010-69314 ; NW_001849444:134783-136087(-); error (68010/134783)(69314/136087)
ABGB01000036:c(7195-8499) ; NW_003102084:7195-8052(-); error - start (8499/8052)
ABGB01000014:c(85399-86700) ; NW_003102062:85399-86634(-); error - start (86700/86634)
ABGB01000034:c(18449-19750) ; NW_003102082:18449-19750(-); OK
ABGB01000019:c(26250-27545) ; NW_003102067:26250-27545(-); OK
ABGB01000027:22833-24128 ; NW_003102075:22833-24128(+); OK
ABGB01000002:84954-86240 ; NW_001849446:102858-104144(+); error (84954/102858)(86240/104144)
ABGB01000025:c(10508-11791) ; NW_003102073:10508-11791(-); OK
ABGB01000028:c(20272-21555) ; NW_003102076:20272-21555(-); OK
ABGB01000031:c(23913-25196) ; NW_003102079:23913-25196(-); OK
ABGB01000014:c(29828-31108) ; ND ; ND
ABGB01000023:7703-8983 ; NW_003102071:7703-8983(+); OK
ABGB01000017:74167-75444 ; NW_003102065:74167-75444(+); OK
ABGB01000020:48514-49791 ; NW_003102068:48514-49791(+); OK
ABGB01000018:15839-17113 ; NW_003102066:15839-17113(+); OK
ABGB01000002:c(79070-80338) ; ND ; ND
ABGB01000042:c(5239-6507) ; NW_003102090:5239-6507(-); OK
ABGB01000015:32305-33570 ; NW_003102063:32305-33570(+); OK
ABGB01000017:722-1987 ; NW_003102065:764-1987(+); error - start (722/764)
ABGB01000017:37192-38457 ; NW_003102065:37192-38457(+); OK
